country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curazao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saint Barthelemy,"Saint Helena, Ascension, and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
Lebanon,2933.8,1603.2,3315.7,16619.3,3127.7,5338.0,9692.8,9654.6,12995.5,1068.2,10662.1,12221.7,2341.3,1253.0,10417.5,1673.1,5377.6,9695.3,2292.7,3147.2,11853.7,4374.5,8947.2,5215.9,11863.2,10533.0,1926.0,6329.6,10681.8,5846.9,9816.2,8705.2,1337.8,4481.8,4167.6,7324.0,3800.0,9412.5,6272.4,11063.8,3385.9,2667.5,13535.4,6119.3,8846.1,8217.4,11569.0,5131.5,17939.4,12031.0,5149.7,2162.1,10698.5,10599.6,264.2,2436.1,4448.5,3201.9,2533.9,9720.0,10266.9,12335.9,918.8,12146.1,4450.7,2106.0,2866.2,6698.4,2777.0,13225.4,4327.9,15914.2,3202.7,3151.8,18138.5,9787.0,4599.1,5620.9,1145.3,2812.3,4745.9,3742.3,1383.1,6069.0,9938.2,10869.0,12094.8,3587.9,5340.0,5709.2,10156.5,10428.8,11831.2,7615.1,2018.2,5013.6,4477.9,8960.2,1668.6,729.2,4077.4,3870.5,325.6,2225.4,10901.6,8839.5,3549.0,364.3,3021.6,3756.2,15783.4,1626.4,1211.5,3503.2,6689.1,2698.5,0.0,7070.2,5557.6,1976.0,2654.7,2544.5,3007.6,7574.7,5939.5,5216.0,7552.8,5149.0,4352.6,1973.5,13481.9,4797.0,6424.7,12276.5,11775.5,1631.5,2686.9,5765.1,1740.6,9708.9,3999.6,5812.3,5980.4,6551.4,13734.2,4601.2,3174.5,14907.1,16345.6,11923.0,3300.4,3906.6,16991.5,15482.4,7798.7,1509.9,10655.2,3559.9,2398.0,3169.4,10349.7,219.1,11866.4,12073.3,11803.3,12504.4,8853.3,18112.4,2414.6,3951.5,9996.9,1754.8,4314.7,1630.5,5687.8,4011.5,9692.8,8049.0,9722.3,9779.3,9701.2,7500.7,9864.6,16426.7,2307.0,4817.5,1423.0,5479.9,1707.4,4738.8,5621.7,7902.4,9702.9,2121.9,2233.0,13760.9,3352.9,7258.0,8054.7,3023.7,3563.1,5424.1,2394.4,9947.3,3178.7,2732.4,307.0,8154.9,3206.2,4453.0,6765.9,10544.9,4546.0,16063.5,16668.2,10002.3,2428.9,569.6,2192.6,10204.2,15105.4,9843.8,3614.9,1659.8,2099.2,3848.0,10691.4,12069.4,2655.4,14726.8,10756.9,7542.1,16018.7,2392.9,5269.0,5894.1
Lesotho,8168.5,7878.4,6978.0,14767.6,8442.5,2303.9,11115.8,10936.2,8183.0,7907.5,11477.4,10023.2,8651.0,7977.1,12777.7,6594.9,8882.1,10517.8,9230.5,9177.9,13493.8,5124.7,11958.4,9153.7,9305.7,11293.4,8212.2,881.3,8306.4,5244.6,11273.2,9923.1,8015.0,5627.5,2909.3,9451.2,4431.0,15406.5,7544.0,12835.8,4083.2,5089.5,8948.7,10750.7,8240.1,7298.5,11476.6,2544.8,14313.3,12667.4,5474.5,8377.9,12660.9,11365.2,7186.2,8887.7,2911.5,9679.2,4836.8,10809.3,11808.8,11495.5,6250.6,13370.7,3952.5,5108.7,9779.1,466.9,4485.0,7336.0,10621.7,14037.6,10147.8,8798.7,14765.5,4086.2,3642.8,6673.4,8113.3,9116.4,5204.3,8081.5,7632.7,12465.1,10663.3,13298.2,13596.0,9276.1,5974.0,6533.4,10005.5,12021.2,13181.9,10836.4,8547.3,11249.7,7773.5,9554.0,7373.6,7142.5,9850.5,9809.4,6749.5,8076.4,12457.8,13577.6,9236.3,6715.7,9426.1,3431.5,15936.4,8030.7,6833.8,9186.9,9656.8,9589.5,7070.2,0.0,5666.9,6301.2,8707.0,9402.2,9065.3,10774.8,2237.2,1916.1,8684.3,6010.5,6263.1,7399.2,15420.1,7000.3,3122.3,15119.5,13536.5,8529.9,8396.0,11356.1,8058.5,10956.1,7754.2,1420.1,9222.6,1219.8,14516.6,8747.1,9327.9,12797.6,11478.8,12967.3,5654.9,4767.1,14283.1,12238.7,12807.4,7913.3,13540.9,10145.5,6388.0,7941.0,12004.1,6853.5,12316.4,12100.8,8459.7,10772.6,11049.2,13460.2,9074.9,8522.6,11446.2,6557.7,3508.1,8373.2,12208.3,3067.3,11077.1,3832.7,11044.2,10692.1,11107.5,11961.4,10671.8,14736.9,8301.5,4017.7,6187.8,6694.5,8185.7,3980.0,6008.6,8697.7,11105.3,8711.3,8495.5,13284.6,4299.0,521.2,12667.2,4050.7,8431.5,6983.8,4704.2,9674.2,9984.0,8699.9,7218.6,11525.1,8798.0,2665.7,9282.7,10247.7,5149.6,15229.2,13853.3,10542.5,7298.3,7626.2,8258.6,12104.8,14798.8,11292.8,3455.8,8642.5,6477.1,9888.7,14816.7,7797.3,8704.0,13353.2,10830.0,9841.2,14491.4,5451.4,1824.8,1177.2
Liberia,8430.5,4838.8,2662.3,17749.0,4146.5,3598.6,5956.4,5810.2,7474.2,6567.4,6669.1,15592.9,5093.6,6775.4,7495.6,6714.4,10720.0,5539.3,6230.4,5054.5,8649.1,1333.7,6393.7,10652.6,6471.7,6481.1,4923.7,4893.0,5219.8,9141.4,6123.9,13713.0,5283.9,1076.7,4505.6,12482.3,2409.6,9845.1,1910.8,7804.3,3358.5,3231.7,7979.3,11676.8,12888.8,11935.0,7186.6,6238.1,16439.8,8185.3,446.3,4903.8,7517.3,6562.9,5411.4,5343.3,3654.4,5773.7,5741.4,5750.5,6707.8,7694.3,4817.2,8714.6,2249.5,5456.2,6494.6,5722.5,5510.3,8010.7,6157.7,18537.7,6800.8,4550.5,15512.9,9739.3,2470.6,1008.6,6523.4,5289.6,943.5,3316.3,4786.1,7602.9,5759.4,16426.0,8843.2,4813.7,390.1,867.6,5484.6,6932.5,8419.7,13103.4,5290.4,6540.5,9601.0,13716.1,7113.9,6219.2,5210.9,5319.6,5353.2,4488.4,7458.9,14212.8,4792.1,5459.7,8465.7,5306.1,17716.7,4995.2,6468.2,9058.6,12036.1,6335.2,5557.6,5666.9,0.0,3584.5,4865.1,6162.9,5025.1,13056.5,6774.6,5302.1,12323.2,9166.9,1366.9,4071.8,18503.0,1621.4,7898.5,10048.8,17326.6,5789.6,4450.9,11214.7,4915.9,5848.7,2818.5,5660.4,11321.8,4450.0,19244.7,10024.2,5244.3,18318.6,16161.5,8322.1,2269.7,2018.2,17488.0,17486.2,13217.2,4969.1,16202.8,6181.7,7206.8,8579.2,15749.8,5423.6,7868.5,17092.8,6267.9,7477.7,14228.8,13140.7,5684.3,3654.1,6327.6,6760.7,2900.8,5485.8,10651.6,4464.8,5928.4,3382.6,5917.6,5698.4,5954.0,6323.8,5727.4,17967.9,4673.2,1911.0,6125.9,1048.1,5112.3,7318.4,343.3,12570.6,5953.1,5427.5,4988.7,18832.1,6160.0,5353.4,13541.7,4503.4,3812.6,9943.5,4404.3,5172.1,6409.4,4784.7,5864.4,13691.9,8761.8,5122.5,11982.2,15084.4,1157.3,18077.5,17779.0,5715.2,3614.5,5745.0,7750.1,6899.6,19250.5,6150.0,4665.1,6020.4,7007.8,5454.7,9255.9,6527.8,8207.7,18942.6,6319.7,12790.8,18457.1,6394.7,4655.3,5082.0
Libya,4888.0,1665.8,1553.1,18471.0,2293.3,4153.4,8197.4,8123.2,11044.9,2988.2,9131.3,13733.3,2362.4,3193.6,9242.5,3332.0,7283.6,8070.7,3166.4,2895.5,10667.5,2454.7,7793.0,7156.0,9924.1,8977.2,1950.9,5443.8,8720.8,6913.4,8341.6,10538.4,1968.3,2511.0,3559.8,9184.8,2161.6,9438.4,4412.8,9808.6,2218.1,1214.8,11563.8,8093.0,10372.6,9599.5,9943.8,5117.3,19368.1,10614.9,3184.1,2090.0,9449.0,9051.6,1828.5,2611.0,3395.8,3381.6,3104.8,8153.1,8860.8,10645.2,1352.7,10891.3,2831.2,2647.3,3635.0,6044.8,3104.7,11413.6,4341.5,17889.7,4005.5,2576.9,18344.9,9838.5,3062.9,3679.9,2966.8,2815.9,2805.2,2401.3,1476.5,6207.1,8317.1,12843.8,10905.6,3082.1,3364.6,3755.4,8397.1,9053.1,10565.6,9578.5,2320.0,4999.3,6281.9,10722.1,3585.5,2660.9,3671.3,3576.8,1797.3,1775.5,9571.4,10734.1,3039.4,1917.8,4915.5,3664.1,17386.0,1835.4,2990.5,5474.1,8606.4,3443.3,1976.0,6301.2,3584.5,0.0,2408.2,3247.7,2775.3,9536.3,5930.0,4753.9,9285.8,6486.8,2393.1,1098.7,15365.2,2927.2,6755.2,11504.2,13751.3,2535.1,2125.8,7676.7,1826.9,8175.3,2438.6,5357.4,7890.8,5455.5,15697.6,6532.9,3034.7,16757.9,17403.0,10591.9,1350.4,2112.3,18929.9,17133.8,9705.2,1744.2,12621.8,3851.2,3961.1,5084.8,12301.6,1856.4,10387.3,13972.3,9829.0,10685.3,10791.8,16485.4,2845.0,2773.2,8539.5,3395.9,2943.0,2281.8,7368.8,3411.3,8188.5,6308.4,8206.9,8181.0,8202.8,6698.9,8253.0,18314.5,2000.3,3109.3,2816.7,3544.1,1991.1,5364.5,3646.4,9609.1,8203.8,2488.1,2207.8,15711.9,3870.8,6325.4,9991.2,2620.3,2491.3,6995.2,2017.1,8153.4,3756.0,2407.7,2283.0,10129.5,5182.2,4090.1,8639.7,12289.2,2616.7,17861.6,18638.5,8350.9,1117.3,2187.5,4168.1,8881.0,17046.8,8370.2,3198.4,2730.5,3702.2,3634.6,10097.5,10107.3,4623.2,16664.3,9086.4,9434.5,17973.6,3454.8,4515.4,5180.3
Liechtenstein,5015.4,1078.7,2232.1,16356.4,811.0,6517.3,7239.3,7232.6,11936.3,2942.7,8208.7,14586.7,379.4,3131.4,7790.6,4296.2,7439.0,7366.1,1489.8,526.2,9217.2,4252.0,6330.7,7158.6,10100.7,8104.7,729.6,7844.6,9135.1,8501.4,7342.9,10777.7,1347.1,4009.8,5943.6,9400.8,4418.8,7102.9,4633.4,8452.4,4624.2,3617.5,12213.9,7507.8,11316.8,10790.2,9173.9,7374.7,16973.0,9470.5,4621.1,492.8,8089.7,8162.4,2393.9,527.2,5797.4,1012.3,4988.8,7328.9,7736.3,9986.7,2925.5,9522.7,5043.6,4513.2,1635.3,8452.3,5127.9,12785.6,1943.0,16487.2,1936.5,570.9,16214.6,12139.4,5318.3,4397.3,2708.6,449.6,4461.8,1738.1,1340.6,3811.7,7595.7,11957.7,9457.0,934.9,4508.1,4553.7,7995.6,7877.9,9214.2,9248.0,753.8,2618.2,6813.6,11157.3,4052.5,3256.2,1440.7,1265.5,2804.3,635.0,8320.5,9455.3,897.2,2932.6,4213.5,5908.9,15148.1,1028.6,3812.8,5103.0,8631.7,1488.7,2654.7,8707.0,4865.1,2408.2,0.0,1335.8,388.4,9225.6,8201.7,7131.6,9852.1,7780.7,3509.5,1309.6,13724.1,3440.4,8887.3,9645.3,12846.0,1420.0,414.9,6688.5,918.8,7287.0,2218.5,7741.1,7990.2,7817.3,14392.8,6626.5,632.2,16386.0,18653.3,9326.7,3280.9,4222.2,16885.5,17268.1,8539.8,1149.0,11615.4,1482.6,5023.0,5374.9,11900.3,2757.2,9345.0,13749.8,10360.4,10344.8,10576.6,15488.4,871.3,1675.5,7506.1,4379.9,5286.3,1187.7,5829.4,5790.9,7246.4,8138.5,7284.4,7417.8,7249.8,4846.2,7514.4,16296.7,423.9,5213.0,4070.9,4251.4,958.5,7293.5,4743.1,10223.2,7252.0,775.7,431.3,15012.8,5825.8,8712.0,8942.5,4922.9,1301.1,7952.9,4264.3,7860.1,1559.4,108.2,2808.4,9594.5,4981.9,6434.1,8838.8,12697.3,4352.1,15767.8,17089.8,7692.5,1474.6,2268.7,4099.8,7631.6,15423.1,7368.9,5530.9,1619.9,4722.4,1283.2,8090.4,10976.1,4348.3,15912.9,8441.1,9520.8,16249.2,5012.8,6922.8,7588.0
Lithuania,4105.0,1582.2,3503.9,15308.4,2138.0,7376.5,8172.4,8195.2,13253.9,2294.5,9117.3,13528.4,1069.4,2418.8,8438.3,3908.6,6392.4,8397.2,310.1,1401.6,9798.9,5430.5,7046.8,6069.1,11319.4,9039.6,1328.4,8586.6,10416.9,8123.9,8253.5,9650.3,1387.8,5252.5,6512.8,8306.0,5399.4,6870.2,5951.8,9126.9,5391.4,4429.1,13493.8,6245.2,10438.0,10057.2,10111.1,7662.2,16224.8,10217.4,5890.8,1278.3,8779.3,9087.6,2345.5,824.0,6565.6,910.2,5078.3,8314.9,8569.6,10939.4,3198.1,10140.6,6060.6,4643.7,387.7,9079.8,5311.2,14119.1,1920.8,15242.4,760.1,1813.9,15804.6,12326.9,6305.4,5731.7,2010.4,1000.4,5682.8,3067.1,1795.9,3535.9,8611.8,10623.4,10028.6,1899.3,5816.4,5886.6,9109.1,8678.9,9856.6,8007.3,941.5,2561.6,5953.2,10081.6,3433.5,2884.6,2082.3,1823.0,2817.0,1693.7,9061.1,8122.4,1884.8,2901.7,3033.8,6250.7,14149.8,1414.1,3434.1,3982.4,7499.4,195.7,2544.5,9402.2,6162.9,3247.7,1335.8,0.0,1339.8,7989.7,8476.9,7645.1,8868.7,7256.1,4797.8,2257.8,12468.0,4774.5,8955.9,9908.8,11510.3,917.6,1734.5,5371.7,1423.8,8248.3,3553.4,8255.1,6902.7,8671.2,13087.8,5593.7,1270.6,15050.4,17362.8,10014.0,4380.3,5285.3,15831.7,15939.4,7204.1,1516.0,10279.6,1085.8,4589.4,4506.6,10607.8,2729.6,10149.8,12456.5,11645.3,11405.9,9336.6,15892.3,478.7,2953.0,8393.6,3990.2,6185.1,1029.2,4502.6,6354.4,8186.3,9361.8,8231.1,8424.5,8184.8,5376.7,8527.0,15206.9,1493.2,6294.9,3887.8,5585.4,1257.5,7243.9,6059.4,9245.3,8187.4,778.1,1181.6,13677.0,5895.2,9498.7,7609.2,5396.4,2607.6,7232.6,4725.9,9010.0,634.2,1433.3,2545.6,8309.8,3934.5,6896.3,7756.2,11565.0,5550.4,14695.6,15910.1,8728.7,2613.6,1991.8,3199.8,8404.6,14190.5,8277.2,6012.9,906.4,4303.3,1725.2,8287.0,12298.0,3324.9,14581.2,9455.4,8381.7,15065.4,4877.9,7577.8,8234.7
Luxembourg,5243.6,1455.6,2447.9,16047.5,880.0,6856.0,6994.0,6997.3,11922.8,3213.9,7958.2,14789.8,670.4,3391.9,7473.6,4629.3,7630.6,7156.8,1560.8,141.2,8891.8,4504.9,6023.5,7332.0,9991.4,7862.4,1096.0,8198.6,9077.1,8852.2,7090.7,10940.5,1680.0,4226.2,6321.3,9576.6,4741.1,6716.3,4629.2,8142.8,4985.6,3978.1,12154.1,7582.9,11575.0,11084.8,8935.1,7762.8,16600.9,9179.7,4811.4,860.7,7782.3,7917.1,2749.8,672.0,6153.9,752.2,5371.8,7102.2,7462.6,9754.9,3310.8,9204.7,5352.2,4897.2,1563.4,8819.3,5514.6,12852.8,1566.7,16268.5,1809.3,494.3,15826.5,12527.4,5633.6,4482.1,2964.5,341.4,4689.2,1780.0,1721.3,3434.6,7381.0,11921.3,9130.4,630.3,4656.3,4646.3,7823.8,7596.0,8900.2,9341.2,1030.0,2235.2,7064.1,11344.8,4343.7,3582.1,1070.7,881.2,3171.9,1013.8,8025.1,9379.5,601.6,3297.3,4335.8,6296.8,14833.7,1389.8,4143.4,5256.8,8788.6,1452.9,3007.6,9065.3,5025.1,2775.3,388.4,1339.8,0.0,9322.3,8589.7,7511.1,10072.9,8107.8,3690.4,1680.0,13531.9,3533.4,9273.8,9277.7,12793.1,1655.2,681.3,6704.5,1287.9,7051.4,2283.7,8119.6,8166.4,8152.5,14246.1,6821.0,264.4,16325.9,18688.1,9022.2,3577.0,4522.2,16572.9,17238.8,8496.4,1515.0,11562.9,1195.5,5353.7,5617.0,11946.3,3120.4,9068.2,13794.2,10305.6,10154.0,10671.1,15156.0,944.3,1618.8,7247.3,4713.3,5622.3,1468.8,5746.1,6169.3,7003.5,8346.3,7043.8,7199.0,7005.2,4498.2,7298.1,16002.1,811.1,5499.9,4428.8,4339.8,1300.4,7672.9,4877.4,10446.8,7007.5,994.9,776.4,14949.8,6209.3,9056.6,8915.9,5308.2,1295.3,8242.3,4650.9,7706.9,1395.1,367.8,3144.0,9649.5,5164.7,6817.6,9018.8,12860.7,4593.7,15471.4,16824.4,7486.0,1791.2,2591.5,4324.6,7342.0,15204.6,7116.1,5914.7,1826.7,5053.6,894.8,7714.3,10971.4,4536.2,15812.7,8227.6,9675.8,15995.3,5380.1,7290.3,7954.9
Macao,4648.4,8690.2,10836.7,9247.5,10021.3,11057.2,15517.8,15631.9,18186.2,6661.3,16144.6,5688.7,8863.9,6444.8,14647.7,6350.0,2381.4,16018.0,7763.6,9391.2,15036.0,11761.9,13967.9,2404.7,19288.7,16196.4,8779.3,10815.0,18256.4,5530.9,15506.3,1958.5,8217.1,11989.8,9501.2,1400.0,10849.1,10550.3,13754.8,15144.1,10008.0,9856.9,18433.2,1764.8,3711.6,4214.4,16924.4,8482.6,10560.9,16004.3,12621.1,8916.5,15015.3,16192.4,7760.3,8708.1,10368.2,8807.6,7580.8,15807.0,15458.0,17425.2,8247.1,15338.3,11312.5,7748.4,7843.3,10350.9,7897.8,16665.8,9306.7,8361.2,7738.9,9770.7,11443.7,9045.3,11279.7,13192.6,6781.6,8980.9,12157.9,10910.9,8631.5,9429.6,16155.9,3443.8,15075.6,9883.7,12887.8,13283.9,16902.6,15406.3,15344.6,62.3,8525.6,9530.4,3582.6,2543.4,5956.8,6875.5,9944.1,9694.3,7739.9,9251.4,15393.4,2847.2,9871.7,7623.5,5015.6,8538.5,8896.5,8580.6,6590.0,4188.0,1177.1,7904.9,7574.7,10774.8,13056.5,9536.3,9225.6,7989.7,9322.3,0.0,8553.3,9488.4,2349.0,4832.6,11925.9,9370.8,6389.5,12330.1,7692.3,13613.8,4289.1,7871.6,9543.0,2872.0,8695.3,15671.6,11321.9,9615.5,1814.7,11437.5,6308.6,3033.0,9255.3,7397.5,9427.9,15625.2,10795.8,11141.7,9497.5,8134.5,2404.4,8549.1,3373.8,8672.7,5918.4,4477.8,2780.1,7680.4,16267.3,4576.0,19197.8,18306.9,1351.0,13845.5,8387.5,10901.0,15532.7,6308.1,10821.2,8163.1,4413.8,9445.3,15551.2,14289.2,15610.2,15966.0,15533.7,12279.5,16072.1,9030.6,9167.2,11750.2,6946.6,13049.8,8523.4,6980.9,13168.6,2535.4,15537.3,8459.6,8888.2,6186.7,7468.0,11290.2,2051.2,8932.9,10522.1,3850.9,8807.8,16903.9,8156.7,9333.4,7270.8,778.5,4407.6,9122.7,1494.5,3685.4,11942.6,8830.9,9102.2,16321.9,9867.5,7512.1,5415.5,15114.1,7699.7,15516.8,9057.4,7645.8,6084.2,9563.1,12764.2,18459.8,5020.3,7155.5,16837.8,1059.1,8541.0,6842.8,10126.0,10246.4
Madagascar,6237.9,7184.1,7107.5,14561.3,8222.7,3224.2,12687.0,12526.2,10404.7,6515.8,13258.5,8844.9,8020.0,6521.7,14268.8,4961.8,6659.9,12184.4,8232.1,8724.7,15315.4,5793.3,13104.9,6948.4,11484.8,13066.9,7551.6,2344.4,10411.7,3039.1,12853.9,7866.9,7153.7,6324.9,2511.2,7257.5,4765.2,15295.0,8663.0,14525.2,3997.1,4882.2,11167.3,8542.4,6378.0,5398.8,13460.3,827.6,14720.4,14630.0,6445.7,7765.9,14267.4,13145.7,6131.4,8202.4,3180.2,9021.2,3416.1,12438.1,13431.8,13605.2,5333.8,15285.8,4597.7,3834.2,8805.6,1799.0,3165.6,9463.1,10115.2,13522.0,9138.4,8483.5,15601.9,3937.7,4331.8,7694.0,6772.2,8522.8,6029.7,8191.6,6914.1,11952.0,12372.7,11308.2,15471.1,8991.9,6973.5,7601.8,11853.4,13656.4,15038.6,8615.2,7799.2,10805.5,5586.8,7574.4,5711.6,5763.4,9576.6,9450.3,5659.9,7585.1,14160.2,11341.6,8948.7,5578.3,7662.3,2293.1,15421.6,7298.4,5320.1,7237.3,7424.0,8636.5,5939.5,2237.2,6774.6,5930.0,8201.7,8476.9,8589.7,8553.3,0.0,1476.2,6550.7,3773.7,6864.6,6955.8,13880.9,7685.0,1134.4,16818.0,11716.7,7559.3,8006.2,9235.6,7367.4,12558.4,8026.3,1195.8,6986.6,2984.7,13148.3,6580.6,8825.9,12036.8,11504.9,14873.2,5847.9,5202.8,14221.6,11775.1,10578.8,7168.4,11489.0,9436.1,4563.6,5947.0,10043.6,5748.2,14278.6,10534.5,10670.7,12942.1,8929.6,15155.9,8280.7,8614.2,13050.7,4903.6,3962.9,7498.9,10284.4,2626.9,12654.8,5889.3,12635.9,12355.1,12682.5,12499.9,12360.7,14435.7,7778.7,4872.5,4722.5,7663.3,7434.6,1818.6,7105.6,6611.2,12681.2,7941.2,7873.4,12064.8,2646.6,2743.3,10430.2,3311.0,8390.9,4746.7,3946.9,11514.9,9108.8,8232.4,5986.8,9312.5,6868.1,1889.0,7059.0,8536.6,5892.2,14782.9,13652.9,12285.3,7045.1,6504.4,6526.5,13656.7,13917.2,12878.4,2740.1,7599.1,4728.6,9483.2,15856.2,10033.9,6905.0,12455.0,12714.0,7649.7,14002.6,3800.3,2127.9,1865.8
Malawi,6309.1,6196.9,5766.4,15953.5,7024.0,1801.5,11233.8,11077.4,9781.7,6006.8,11851.0,10320.9,7011.5,6068.8,12797.7,4682.5,7341.0,10754.8,7444.1,7637.4,13894.3,4327.1,11633.2,7550.0,10428.8,11659.1,6551.6,1430.1,9263.0,4187.6,11401.2,9099.5,6264.2,4860.2,1194.5,8306.8,3330.2,14185.5,7187.0,13079.4,2647.5,3608.5,10545.7,9126.0,7759.1,6778.2,12146.8,1051.1,15894.4,13282.3,4969.6,6743.3,12809.0,11739.3,5355.3,7226.0,1714.7,8041.9,2920.7,10997.6,11982.3,12399.8,4449.7,13901.1,3124.1,3202.1,8008.3,1498.4,2569.8,9121.8,9074.5,14961.7,8368.1,7329.4,16558.8,5119.7,2855.7,6217.8,6222.1,7502.2,4555.1,6873.0,5936.1,10943.0,10952.7,12533.7,14066.2,7832.2,5497.3,6126.0,10489.7,12207.4,13634.0,9550.4,6852.0,9745.3,6156.0,8873.1,5460.7,5239.0,8421.4,8330.5,4902.3,6498.0,12720.8,12116.7,7789.9,4855.3,7516.4,1516.3,16885.4,6334.4,4918.1,7324.9,8316.9,7824.1,5216.0,1916.1,5302.1,4753.9,7131.6,7645.1,7511.1,9488.4,1476.2,0.0,7722.2,4669.3,5415.7,5834.4,15268.9,6231.8,2596.5,15350.6,13040.3,6744.8,6877.8,9580.3,6381.3,11111.6,6658.5,613.1,7772.8,1985.8,14590.9,7071.0,7763.7,13497.1,12773.1,13491.7,4466.7,3758.4,15566.0,13185.7,11222.8,6209.6,12656.2,8490.6,4513.6,6115.5,11314.8,5003.4,12937.2,11963.9,9711.9,11838.0,10072.9,15365.6,7367.1,7307.6,11600.7,4647.4,2495.5,6622.4,10315.9,1343.0,11202.9,4807.5,11186.6,10923.1,11230.0,11117.6,10935.2,15847.8,6710.4,3397.1,4272.6,6187.9,6483.6,2513.4,5631.6,7837.6,11228.8,7008.7,6857.9,13534.6,2423.6,2243.8,11173.7,2250.8,7126.0,5643.6,2923.3,10152.4,8254.3,7144.3,5341.6,10266.1,6931.7,764.3,8015.4,9946.8,4421.1,16228.3,15026.5,10876.2,5840.1,5781.2,6349.3,12194.7,15393.1,11426.3,1632.9,6833.5,4582.0,8385.0,14417.4,9238.5,6802.6,13928.1,11355.5,8695.8,15443.8,3549.8,699.5,842.1
